Topic 0,Topic 1,Topic 2,Topic 3,Topic 4,Topic 5,Topic 6
0.0013904831,0.0013906123,0.0013903708,0.14875336,0.0013905282,0.0013901267,0.8442945
0.43349063,0.18716791,0.001258813,0.37430453,0.001258934,0.0012596166,0.0012595309
0.0020451823,0.98772013,0.0020500382,0.0020486445,0.0020461548,0.0020458936,0.0020439243
0.00076748396,0.00076793774,0.00076765683,0.36879262,0.0007672872,0.1882168,0.4399202
0.2553062,0.0013543573,0.0013550423,0.7379212,0.0013537129,0.0013551491,0.0013543294
0.0023543183,0.30956605,0.0023540966,0.6042671,0.0023515343,0.076753736,0.002353163
0.0008203453,0.4427875,0.3240055,0.00082052144,0.00081927486,0.22992675,0.00082010485
0.0011117561,0.0011114937,0.7016697,0.0011118051,0.0011116117,0.29277274,0.0011108839
0.003185083,0.8812639,0.0031903822,0.10280702,0.003186627,0.0031871342,0.0031798312
0.000499739,0.05247784,0.10097956,0.23841816,0.0005000543,0.6066251,0.0004995995
0.001523228,0.9908531,0.001527505,0.0015258623,0.001523645,0.0015247972,0.0015219239
0.1782399,0.49793103,0.0019151538,0.3161695,0.0019131147,0.0019155262,0.001915768
0.0016683402,0.4934446,0.01224308,0.48763603,0.0016690653,0.0016700017,0.0016689097
0.7267867,0.0012341676,0.0012351419,0.001237385,0.001237736,0.0012360292,0.2670329
0.00042284068,0.032702528,0.9651829,0.00042281958,0.00042312086,0.00042340523,0.00042236544
0.0015916246,0.9904388,0.0015948385,0.0015954413,0.0015933205,0.0015939259,0.0015920479
0.0010856459,0.0010866965,0.99348444,0.0010855163,0.0010857268,0.0010869615,0.0010849911
0.0013260923,0.9920328,0.0013297626,0.0013310882,0.0013278961,0.0013270719,0.0013252982
0.030116469,0.00050672324,0.0005069458,0.11199455,0.0005072214,0.0005072806,0.8558608
0.0014494074,0.0014485675,0.04457525,0.0014493198,0.0014513494,0.0014481696,0.94817793
0.00067043083,0.00067016523,0.08177959,0.09522855,0.01991692,0.00067078724,0.80106354
0.00080143317,0.00080015557,0.00080071547,0.00080111244,0.00080170174,0.0008006911,0.9951942
0.0006612695,0.0006606627,0.73256975,0.0006605376,0.00066075777,0.26412645,0.0006605519
0.0012781351,0.9923252,0.0012807341,0.0012798089,0.0012794217,0.0012794286,0.0012773229
